Date,Open,High,Low,Close,Adj Close,Volume
2021-07-23,116.000000,138.899994,115.000000,126.000000,126.000000,694895290
2021-07-26,126.349998,143.750000,125.300003,140.649994,140.649994,249723854
2021-07-27,141.699997,147.800003,127.750000,132.899994,132.899994,240341900
2021-07-28,131.000000,135.000000,123.550003,131.199997,131.199997,159793731
2021-07-29,134.949997,144.000000,132.199997,141.550003,141.550003,117973089
2021-07-30,142.600006,142.699997,131.000000,133.500000,133.500000,88312522
2021-08-02,135.750000,140.750000,135.149994,139.699997,139.699997,66909732
2021-08-03,137.000000,140.800003,137.000000,139.399994,139.399994,46610001
2021-08-04,139.800003,141.000000,135.250000,138.399994,138.399994,41134419
2021-08-05,138.750000,138.899994,132.000000,134.949997,134.949997,38437134
2021-08-06,135.500000,136.199997,130.100006,131.350006,131.350006,31975356
2021-08-09,132.399994,133.550003,127.250000,130.600006,130.600006,41358299
2021-08-10,131.000000,131.449997,122.099998,125.199997,125.199997,43164004
2021-08-11,123.000000,138.750000,123.000000,135.649994,135.649994,111702781
2021-08-12,135.649994,137.399994,132.050003,135.449997,135.449997,51256670
2021-08-13,133.850006,139.750000,132.100006,137.350006,137.350006,33674300
2021-08-16,136.399994,136.899994,132.250000,134.949997,134.949997,20305361
2021-08-17,132.800003,134.350006,130.600006,132.500000,132.500000,15815187
2021-08-18,134.500000,136.800003,133.300003,134.949997,134.949997,22566920
2021-08-20,134.949997,141.449997,133.000000,139.300003,139.300003,53789580
2021-08-23,137.800003,137.800003,124.750000,127.250000,127.250000,68470861
2021-08-24,127.250000,127.949997,120.500000,125.000000,125.000000,56713556
2021-08-25,126.000000,128.500000,123.099998,124.250000,124.250000,51078811
2021-08-26,125.250000,127.150002,124.349998,125.849998,125.849998,20645403
2021-08-27,126.599998,129.500000,124.099998,124.699997,124.699997,22227595
2021-08-30,127.849998,135.449997,127.550003,133.550003,133.550003,45239080
2021-08-31,134.000000,135.199997,131.350006,134.550003,134.550003,24640924
2021-09-01,134.550003,135.100006,130.699997,132.600006,132.600006,16162269
2021-09-02,132.000000,138.500000,131.500000,137.600006,137.600006,27882466
2021-09-03,135.949997,151.399994,135.600006,149.750000,149.750000,113381518
2021-09-06,149.250000,149.350006,143.250000,144.050003,144.050003,34811620
2021-09-07,144.899994,146.850006,138.550003,140.050003,140.050003,30421931
2021-09-08,141.000000,143.600006,139.050003,141.250000,141.250000,28133284
2021-09-09,141.399994,142.899994,140.000000,141.600006,141.600006,18970691
2021-09-13,143.250000,144.250000,142.000000,143.149994,143.149994,17426798
2021-09-14,145.149994,152.750000,136.199997,144.100006,144.100006,112358935
2021-09-15,142.949997,145.000000,140.750000,142.649994,142.649994,38892545
2021-09-16,143.000000,144.000000,141.500000,142.050003,142.050003,17634206
2021-09-17,142.550003,146.899994,137.149994,137.899994,137.899994,23264091
2021-09-20,137.699997,140.850006,133.250000,134.300003,134.300003,19799941
2021-09-21,137.199997,138.000000,131.000000,133.449997,133.449997,19330196
2021-09-22,135.399994,135.399994,131.300003,132.100006,132.100006,16923375
2021-09-23,134.500000,140.399994,133.050003,137.300003,137.300003,31779169
2021-09-24,137.550003,139.500000,136.050003,136.649994,136.649994,13099391
2021-09-27,139.850006,144.750000,138.000000,143.699997,143.699997,26041244
2021-09-28,143.899994,143.899994,137.649994,139.000000,139.000000,13489232
2021-09-29,138.000000,139.500000,136.500000,138.500000,138.500000,10801439
2021-09-30,139.199997,139.199997,136.149994,136.600006,136.600006,7825751
2021-10-01,137.300003,140.500000,137.000000,138.000000,138.000000,11940576
2021-10-04,139.100006,140.000000,138.000000,139.100006,139.100006,11995299
2021-10-05,138.750000,138.800003,137.149994,137.949997,137.949997,10912142
2021-10-06,138.750000,139.199997,133.699997,134.949997,134.949997,9988184
2021-10-07,136.750000,138.449997,136.050003,137.100006,137.100006,7317664
2021-10-08,138.000000,138.000000,135.699997,136.149994,136.149994,6207969
2021-10-11,137.500000,137.500000,136.149994,136.850006,136.850006,4395523
2021-10-12,137.300003,137.750000,135.500000,136.600006,136.600006,5600652
2021-10-13,137.250000,137.399994,134.350006,135.449997,135.449997,6351349
2021-10-14,135.899994,137.300003,133.699997,135.000000,135.000000,8688177
2021-10-18,136.000000,146.149994,135.899994,144.050003,144.050003,31446800
2021-10-19,144.899994,145.100006,137.250000,138.550003,138.550003,14688308
2021-10-20,138.500000,140.399994,133.850006,137.899994,137.899994,12607297
2021-10-21,139.750000,139.899994,135.800003,138.149994,138.149994,5951873
2021-10-22,138.949997,142.000000,135.800003,137.750000,137.750000,11468458
2021-10-25,138.000000,138.949997,131.550003,132.699997,132.699997,13530512
2021-10-26,133.000000,137.350006,133.000000,135.449997,135.449997,6445894
2021-10-27,136.199997,139.250000,134.500000,134.800003,134.800003,8982174
2021-10-28,135.350006,136.500000,131.500000,135.600006,135.600006,11936370
2021-10-29,135.000000,135.000000,130.500000,131.550003,131.550003,12925877
2021-11-01,133.600006,134.300003,132.000000,132.649994,132.649994,6200243
2021-11-02,132.699997,133.600006,131.750000,132.449997,132.449997,7367792
2021-11-03,132.899994,132.899994,127.500000,128.350006,128.350006,15919925
2021-11-04,130.000000,132.399994,130.000000,131.350006,131.350006,4101820
2021-11-08,132.949997,133.600006,130.600006,131.149994,131.149994,17645794
2021-11-09,133.000000,138.899994,131.649994,137.649994,137.649994,26457361
2021-11-10,136.500000,139.149994,135.000000,136.050003,136.050003,16816048
2021-11-11,142.000000,144.000000,132.600006,140.899994,140.899994,83582039
2021-11-12,142.000000,155.199997,142.000000,153.000000,153.000000,140547798
2021-11-15,149.000000,163.300003,142.350006,160.300003,160.300003,121197599
2021-11-16,161.149994,169.000000,153.800003,157.600006,157.600006,109342731
2021-11-17,155.949997,162.250000,154.250000,156.550003,156.550003,44505156
2021-11-18,158.899994,161.850006,152.500000,154.699997,154.699997,46802082
2021-11-22,158.250000,158.250000,136.800003,149.750000,149.750000,79417849
2021-11-23,150.000000,152.000000,144.250000,148.699997,148.699997,38236588
2021-11-24,151.100006,156.399994,149.600006,155.500000,155.500000,53749976
2021-11-25,157.000000,161.300003,154.050003,159.750000,159.750000,48900473
2021-11-26,158.449997,158.449997,146.250000,148.149994,148.149994,35968151
2021-11-29,148.800003,153.899994,137.500000,149.100006,149.100006,43972445
2021-11-30,149.949997,158.000000,145.300003,152.550003,152.550003,258130152
2021-12-01,153.000000,157.899994,149.449997,151.399994,151.399994,32604856
2021-12-02,151.600006,153.800003,147.800003,150.649994,150.649994,23508261
2021-12-03,152.100006,152.800003,143.850006,144.899994,144.899994,26452896
2021-12-06,146.600006,146.850006,135.300003,138.550003,138.550003,33244501
2021-12-07,141.350006,143.800003,138.649994,139.800003,139.800003,36835410
2021-12-08,141.000000,148.600006,140.250000,147.600006,147.600006,37324365
2021-12-09,148.649994,148.649994,145.300003,146.250000,146.250000,18377899
2021-12-10,144.100006,146.399994,139.750000,140.550003,140.550003,27881031
2021-12-13,142.199997,144.449997,141.899994,142.649994,142.649994,20318225
2021-12-14,144.699997,144.949997,140.000000,140.649994,140.649994,19474412
2021-12-15,140.500000,142.000000,140.000000,140.600006,140.600006,12791660
2021-12-16,141.899994,142.850006,137.399994,138.399994,138.399994,17182101
2021-12-17,138.949997,141.000000,132.350006,135.350006,135.350006,95386202
2021-12-20,135.300003,135.750000,124.599998,126.550003,126.550003,36064413
2021-12-21,128.850006,132.850006,128.600006,131.600006,131.600006,20442777
2021-12-22,133.050003,139.750000,133.000000,138.649994,138.649994,19425711
2021-12-23,140.050003,140.750000,132.100006,133.000000,133.000000,21934786
2021-12-24,134.500000,134.500000,129.600006,131.449997,131.449997,17625584
2021-12-27,131.350006,133.850006,128.000000,132.750000,132.750000,13934154
2021-12-28,133.699997,134.000000,131.649994,132.850006,132.850006,11170275
2021-12-29,132.699997,137.699997,131.550003,137.100006,137.100006,18914246
2021-12-30,137.050003,137.050003,133.300003,133.949997,133.949997,8369208
2021-12-31,133.850006,138.399994,133.399994,137.399994,137.399994,11452243
2022-01-03,139.699997,142.449997,138.300003,141.350006,141.350006,22518241
2022-01-04,141.350006,141.550003,137.600006,138.350006,138.350006,10705792
2022-01-05,137.899994,137.899994,133.300003,133.949997,133.949997,15874857
2022-01-06,133.000000,133.149994,129.600006,130.000000,130.000000,23780419
2022-01-07,130.000000,131.449997,129.000000,129.250000,129.250000,22846951
2022-01-10,130.500000,130.899994,129.399994,130.199997,130.199997,11389370
2022-01-11,131.000000,132.500000,130.000000,131.300003,131.300003,15396652
2022-01-12,132.100006,132.899994,131.600006,132.250000,132.250000,8004430
2022-01-13,132.500000,133.449997,132.350006,133.100006,133.100006,6535224
2022-01-14,133.100006,134.449997,132.050003,133.600006,133.600006,9443928
2022-01-17,133.600006,134.500000,133.000000,134.000000,134.000000,7515979
2022-01-18,134.500000,134.600006,132.800003,133.050003,133.050003,9428096
2022-01-19,131.699997,132.399994,128.250000,129.199997,129.199997,27812341
2022-01-20,127.949997,130.699997,125.000000,125.199997,125.199997,23290545
2022-01-21,125.150002,125.150002,112.550003,113.650002,113.650002,59805922
2022-01-24,114.000000,114.199997,90.949997,91.349998,91.349998,167044739
2022-01-25,90.949997,100.449997,84.150002,100.449997,100.449997,138336211
2022-01-27,98.000000,98.000000,90.449997,90.500000,90.500000,106488772
2022-01-28,93.599998,96.449997,88.800003,89.550003,89.550003,61452438
2022-01-31,91.349998,92.500000,89.650002,90.400002,90.400002,20203799
2022-02-01,91.750000,95.800003,91.050003,94.550003,94.550003,32606751
2022-02-02,95.750000,99.750000,94.800003,98.900002,98.900002,18674088
2022-02-03,98.500000,98.500000,96.099998,97.099998,97.099998,9769090
2022-02-04,97.199997,97.849998,93.599998,94.199997,94.199997,15354384
2022-02-07,95.099998,95.500000,93.349998,93.550003,93.550003,10900141
2022-02-08,94.349998,94.650002,91.250000,93.550003,93.550003,9026735
2022-02-09,94.500000,95.449997,93.599998,94.199997,94.199997,7876462
2022-02-10,94.900002,95.400002,93.000000,94.449997,94.449997,13257124
2022-02-11,92.750000,92.750000,86.500000,88.699997,88.699997,39976783
2022-02-14,87.000000,87.000000,80.550003,82.449997,82.449997,35049550
2022-02-15,83.500000,84.650002,75.750000,82.699997,82.699997,106216252
2022-02-16,85.000000,87.000000,84.250000,84.949997,84.949997,33106605
2022-02-17,86.500000,90.099998,85.900002,89.150002,89.150002,29566401
2022-02-18,88.099998,88.400002,85.199997,85.900002,85.900002,15037123
2022-02-21,84.199997,84.800003,80.650002,81.550003,81.550003,18853339
2022-02-22,78.000000,80.550003,77.000000,79.699997,79.699997,28814770
2022-02-23,82.000000,85.150002,81.199997,84.150002,84.150002,19847603
2022-02-24,78.650002,81.500000,78.099998,78.500000,78.500000,22035319
2022-02-25,82.000000,83.400002,78.150002,78.800003,78.800003,22876044
2022-02-28,79.000000,80.949997,76.550003,79.949997,79.949997,41975659
2022-03-02,80.000000,82.000000,79.000000,79.849998,79.849998,20353225
2022-03-03,81.500000,83.199997,81.199997,82.199997,82.199997,16067224
2022-03-04,80.500000,82.900002,79.500000,80.199997,80.199997,15145236
2022-03-07,79.000000,79.650002,78.000000,79.000000,79.000000,9764606
2022-03-08,79.250000,80.599998,77.599998,78.150002,78.150002,12381953
2022-03-09,79.449997,80.650002,78.900002,80.349998,80.349998,11887757
2022-03-10,82.550003,83.949997,81.699997,82.199997,82.199997,13476206
2022-03-11,82.400002,82.400002,79.500000,79.900002,79.900002,18964704
2022-03-14,80.699997,80.699997,79.000000,79.300003,79.300003,7261365
2022-03-15,79.300003,79.599998,76.000000,76.550003,76.550003,18900800
2022-03-16,80.000000,80.000000,75.500000,75.949997,75.949997,42383305
2022-03-17,77.199997,82.000000,76.800003,80.849998,80.849998,34440238
2022-03-21,82.000000,83.300003,79.250000,80.400002,80.400002,28669864
2022-03-22,80.949997,81.900002,79.300003,81.150002,81.150002,23798591
2022-03-23,82.000000,82.000000,80.199997,80.750000,80.750000,12522850
2022-03-24,80.699997,82.349998,80.050003,80.349998,80.349998,12996477
2022-03-25,81.000000,81.849998,80.250000,80.599998,80.599998,13585986
2022-03-28,80.599998,81.000000,79.150002,79.650002,79.650002,10034667
2022-03-29,80.050003,80.500000,78.050003,78.199997,78.199997,13466521
2022-03-30,79.000000,86.000000,78.500000,85.050003,85.050003,41305975
2022-03-31,88.699997,88.699997,81.750000,82.300003,82.300003,34672910
2022-04-01,82.099998,85.599998,82.050003,84.300003,84.300003,15586812
2022-04-04,84.400002,87.699997,84.400002,86.250000,86.250000,18040882
2022-04-05,83.000000,85.150002,82.349998,83.900002,83.900002,28433443
2022-04-06,83.750000,85.300003,83.150002,84.550003,84.550003,10697018
2022-04-07,84.800003,85.250000,82.250000,82.500000,82.500000,9709022
2022-04-08,83.500000,85.500000,82.750000,83.400002,83.400002,14851737
2022-04-11,83.150002,85.849998,83.000000,84.449997,84.449997,17609808
2022-04-12,84.300003,84.300003,81.000000,81.500000,81.500000,12913673
2022-04-13,82.500000,88.300003,82.150002,83.900002,83.900002,52988189
2022-04-18,83.699997,84.400002,82.550003,82.900002,82.900002,14209908
2022-04-19,83.099998,83.900002,79.449997,80.449997,80.449997,13439870
2022-04-20,81.599998,82.300003,80.000000,80.300003,80.300003,12797463
2022-04-21,81.099998,81.849998,80.650002,80.800003,80.800003,6780602
2022-04-22,80.699997,81.800003,80.199997,81.199997,81.199997,7211263
2022-04-25,80.500000,81.599998,78.599998,78.750000,78.750000,16717052
2022-04-26,80.599998,80.900002,78.599998,79.599998,79.599998,9548939
2022-04-27,79.400002,79.599998,75.500000,75.849998,75.849998,23626624
2022-04-28,77.349998,77.599998,73.500000,73.849998,73.849998,21338831
2022-04-29,74.699997,74.849998,71.099998,71.750000,71.750000,24873682
2022-05-02,71.750000,71.900002,68.750000,69.500000,69.500000,18464589
2022-05-04,69.750000,70.000000,63.900002,64.449997,64.449997,43049544
2022-05-05,65.750000,66.650002,60.500000,61.150002,61.150002,40296393
2022-05-06,59.299999,62.299999,57.650002,60.500000,60.500000,47189321
2022-05-09,59.599998,60.400002,55.650002,56.750000,56.750000,38279098
2022-05-10,55.750000,56.750000,50.049999,52.450001,52.450001,45135581
2022-05-11,52.000000,56.450001,50.299999,54.200001,54.200001,99812774
2022-05-12,53.799999,53.900002,51.049999,51.950001,51.950001,37338266
2022-05-13,53.299999,59.200001,52.250000,56.849998,56.849998,79292212
2022-05-16,56.849998,57.700001,54.750000,56.400002,56.400002,37036105
2022-05-17,56.099998,56.700001,55.150002,56.150002,56.150002,21460388
2022-05-18,56.099998,59.599998,55.849998,58.750000,58.750000,57728111
2022-05-19,56.500000,56.849998,54.799999,55.349998,55.349998,31970099
2022-05-20,56.500000,58.750000,56.400002,58.049999,58.049999,32411623
2022-05-23,58.700001,60.500000,56.599998,57.049999,57.049999,36830591
2022-05-24,57.950001,67.599998,57.900002,64.949997,64.949997,193577787
2022-05-25,65.699997,66.900002,60.650002,62.299999,62.299999,104446924
2022-05-26,61.000000,62.500000,59.599998,60.450001,60.450001,46556399
2022-05-27,63.000000,63.000000,61.500000,62.049999,62.049999,32064280
2022-05-30,63.250000,72.099998,62.599998,71.050003,71.050003,124103679
2022-05-31,68.500000,77.699997,67.400002,74.650002,74.650002,184333915
2022-06-01,75.400002,79.800003,73.099998,74.699997,74.699997,127949782
2022-06-02,74.400002,74.400002,71.400002,71.949997,71.949997,47866809
2022-06-03,73.900002,74.849998,71.199997,72.150002,72.150002,35779760
2022-06-06,70.000000,71.199997,69.199997,69.900002,69.900002,30078469
2022-06-07,69.699997,69.699997,64.750000,65.400002,65.400002,41755337
2022-06-08,66.000000,68.599998,64.099998,67.150002,67.150002,46697875
2022-06-09,66.199997,69.699997,65.000000,68.699997,68.699997,47653877
2022-06-10,67.300003,69.699997,66.500000,69.000000,69.000000,42040372
2022-06-13,67.500000,68.300003,65.400002,67.500000,67.500000,34863276
2022-06-14,64.199997,70.750000,64.000000,70.000000,70.000000,66677006
2022-06-15,70.650002,71.900002,68.949997,70.199997,70.199997,33246369
2022-06-16,72.000000,72.000000,66.099998,67.199997,67.199997,41879881
2022-06-17,65.650002,69.400002,65.300003,67.050003,67.050003,33597224
2022-06-20,68.000000,68.000000,64.050003,65.000000,65.000000,27409011
2022-06-21,65.500000,67.250000,65.349998,66.050003,66.050003,22905677
2022-06-22,65.949997,68.599998,65.000000,67.599998,67.599998,35026600
2022-06-23,67.050003,70.000000,66.500000,69.550003,69.550003,33785882
2022-06-24,71.000000,71.849998,69.550003,70.500000,70.500000,23948418
2022-06-27,72.650002,72.699997,65.000000,65.849998,65.849998,110751340
2022-06-28,65.699997,65.699997,59.650002,60.299999,60.299999,120959477
2022-06-29,58.750000,61.450001,56.849998,57.299999,57.299999,96955320
2022-06-30,57.799999,59.000000,53.349998,53.849998,53.849998,106893631
2022-07-01,54.150002,56.700001,52.549999,56.150002,56.150002,112078641
2022-07-04,54.500000,55.799999,53.299999,54.299999,54.299999,56902459
2022-07-05,55.400002,55.900002,54.349998,55.450001,55.450001,51276627
2022-07-06,55.799999,55.799999,53.900002,54.349998,54.349998,32403447
2022-07-07,54.650002,55.150002,53.750000,54.450001,54.450001,35759428
2022-07-08,55.000000,55.299999,54.299999,54.799999,54.799999,21413556
2022-07-11,54.700001,56.500000,54.200001,56.099998,56.099998,21739009
2022-07-12,55.900002,59.650002,55.500000,59.000000,59.000000,57986568
2022-07-13,59.000000,61.500000,58.000000,58.349998,58.349998,73383005
2022-07-14,58.400002,59.000000,55.299999,55.650002,55.650002,43024089
2022-07-15,56.200001,56.200001,53.349998,53.900002,53.900002,47995067
2022-07-18,54.700001,55.099998,52.849998,53.599998,53.599998,47689463
2022-07-19,53.650002,54.400002,53.299999,53.950001,53.950001,35427093
2022-07-20,54.500000,54.500000,53.200001,53.400002,53.400002,37683099
2022-07-21,53.349998,54.450001,52.700001,53.500000,53.500000,29402446
2022-07-22,53.750000,54.000000,52.900002,53.650002,53.650002,27302087
2022-07-25,52.500000,52.500000,46.000000,47.599998,47.599998,232841112
2022-07-26,46.599998,46.650002,41.200001,41.650002,41.650002,412304737
2022-07-27,40.849998,44.400002,40.599998,43.950001,43.950001,411205172
2022-07-28,44.900002,46.299999,43.049999,45.700001,45.700001,267544569
2022-07-29,45.599998,47.200001,44.549999,46.799999,46.799999,177187972
2022-08-01,46.799999,47.250000,45.049999,46.299999,46.299999,135944043
2022-08-02,50.000000,55.549999,48.400002,55.549999,55.549999,528899748
2022-08-03,52.500000,56.900002,51.750000,55.450001,55.450001,599688336
2022-08-04,55.750000,58.650002,54.500000,57.849998,57.849998,420183405
2022-08-05,57.900002,59.150002,53.250000,54.599998,54.599998,315019033
2022-08-08,54.700001,56.200001,54.200001,55.450001,55.450001,178185076
2022-08-10,56.200001,56.549999,54.500000,55.950001,55.950001,200699912
2022-08-11,56.900002,58.150002,56.349998,57.900002,57.900002,130942734
2022-08-12,58.099998,63.099998,57.900002,61.750000,61.750000,351208957
2022-08-16,62.650002,67.449997,62.500000,64.250000,64.250000,250686966
2022-08-17,64.800003,65.599998,61.799999,65.250000,65.250000,258066522
2022-08-18,65.599998,69.250000,65.000000,67.099998,67.099998,303566868
2022-08-19,67.400002,68.250000,60.150002,61.450001,61.450001,295737752
2022-08-22,61.000000,62.849998,59.250000,62.000000,62.000000,226773007
